,index,CompTotal,CompFreq,Currency_Type,Currency_Describtion,TotalByYear,USD per unit,TotalByYearUSD,Echange_rate
10060,17298,120000.0,Yearly,CAD,Canadian dollar,120000.0,0,94469.470992,0.7872455916
10061,17301,7300.0,Monthly,BRL,Brazilian real,87600.0,0,15428.0690322,0.1761195095
10062,17302,6000000.0,Yearly,ARS,Argentine peso,6000000.0,0,58210.3098,0.0097017183
10063,17303,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
10064,17304,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
10065,17306,60000.0,Monthly,TWD,New Taiwan dollar,720000.0,0,26145.670464000003,0.0363134312
10066,17308,1800.0,Weekly,USD,United States dollar,93600.0,0,93600.0,1.0
10067,17309,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
10068,17310,3300.0,Monthly,EUR,European Euro,39600.0,0,44719.58522988,1.1292824553
10069,17311,12000000.0,Monthly,IDR,Indonesian rupiah,144000000.0,0,10055.2464,6.98281e-05
10070,17312,85000.0,Yearly,EUR,European Euro,85000.0,0,95989.00870050001,1.1292824553
10071,17315,14400.0,Monthly,PLN,Polish zloty,172800.0,0,42758.498471039995,0.2474450143
10072,17316,50000.0,Monthly,INR,Indian rupee,600000.0,0,8051.21982,0.0134186997
10073,17317,2300.0,Monthly,EUR,European Euro,27600.0,0,31168.19576628,1.1292824553
10074,17319,4500.0,Monthly,TRY,Turkish lira,54000.0,0,3982.4850635999996,0.0737497234
10075,17321,40000.0,Yearly,USD,United States dollar,40000.0,0,40000.0,1.0
10076,17322,1500.0,Monthly,EUR,European Euro,18000.0,0,20327.084195400002,1.1292824553
10077,17323,150000.0,Monthly,RSD,Serbian dinar,1800000.0,0,17287.68708,0.0096042706
10078,17328,6500.0,Monthly,BRL,Brazilian real,78000.0,0,13737.321741,0.1761195095
10079,17329,43000.0,Yearly,GBP,Pound sterling,43000.0,0,58231.702782299995,1.3542256461
10080,17330,40000.0,Yearly,GBP,Pound sterling,40000.0,0,54169.025843999996,1.3542256461
10081,17332,3300000.0,Yearly,RUB,Russian ruble,3300000.0,0,43902.38952,0.0133037544
10082,17333,83000.0,Yearly,EUR,European Euro,83000.0,0,93730.4437899,1.1292824553
10083,17334,30000.0,Monthly,BDT,Bangladeshi taka,360000.0,0,4207.047732,0.0116862437
10084,17335,1700.0,Monthly,EUR,European Euro,20400.0,0,23037.36208812,1.1292824553
10085,17336,15000.0,Monthly,TRY,Turkish lira,180000.0,0,13274.950212,0.0737497234
10086,17337,180000.0,Yearly,USD,United States dollar,180000.0,0,180000.0,1.0
10087,17338,450000.0,Yearly,USD,United States dollar,450000.0,0,450000.0,1.0
10088,17345,100000.0,Yearly,CHF,Swiss franc,100000.0,0,109210.17419,1.0921017419
10089,17347,0.0,Yearly,EUR,European Euro,0.0,0,0.0,1.1292824553
10090,17348,44000.0,Yearly,EUR,European Euro,44000.0,0,49688.428033200005,1.1292824553
10091,17349,130000.0,Yearly,USD,United States dollar,130000.0,0,130000.0,1.0
10092,17350,1650.0,Monthly,USD,United States dollar,19800.0,0,19800.0,1.0
10093,17355,5000.0,Monthly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10094,17356,80000.0,Yearly,CHF,Swiss franc,80000.0,0,87368.13935200001,1.0921017419
10095,17359,10000000.0,Yearly,HUF,Hungarian forint,10000000.0,0,31159.018000000004,0.0031159018
10096,17360,25000.0,Monthly,SAR,Saudi Arabian riyal,300000.0,0,80000.00001,0.2666666667
10097,17363,109000.0,Yearly,AUD,Australian dollar,109000.0,0,78929.02361430001,0.7241194827
10098,17365,4600.0,Monthly,EUR,European Euro,55200.0,0,62336.39153256,1.1292824553
10099,17366,50000.0,Monthly,DKK,Danish krone,600000.0,0,91096.74264,0.1518279044
10100,17368,900836.0,Yearly,NOK,Norwegian krone,900836.0,0,101855.22263193001,0.1130674425
10101,17369,7000.0,Monthly,BRL,Brazilian real,84000.0,0,14794.038798,0.1761195095
10102,17371,4400.0,Monthly,USD,United States dollar,52800.0,0,52800.0,1.0
10103,17372,111000.0,Yearly,USD,United States dollar,111000.0,0,111000.0,1.0
10104,17373,10000.0,Weekly,INR,Indian rupee,520000.0,0,6977.723844,0.0134186997
10105,17377,123600.0,Yearly,USD,United States dollar,123600.0,0,123600.0,1.0
10106,17378,4500.0,Monthly,EUR,European Euro,54000.0,0,60981.252586200004,1.1292824553
10107,17380,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
10108,17382,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
10109,17383,80000000.0,Monthly,IRR,Iranian rial,960000000.0,0,22791.359999999997,2.3741e-05
10110,17384,116000.0,Yearly,USD,United States dollar,116000.0,0,116000.0,1.0
10111,17385,5000.0,Monthly,INR,Indian rupee,60000.0,0,805.121982,0.0134186997
10112,17387,85000.0,Yearly,EUR,European Euro,85000.0,0,95989.00870050001,1.1292824553
10113,17388,20000.0,Monthly,BRL,Brazilian real,240000.0,0,42268.68228,0.1761195095
10114,17389,122000.0,Monthly,UYU,Uruguayan peso,1464000.0,0,32798.3055888,0.0224032142
10115,17390,14500.0,Monthly,PLN,Polish zloty,174000.0,0,43055.4324882,0.2474450143
10116,17391,35000.0,Monthly,MXN,Mexican peso,420000.0,0,20484.452268,0.0487725054
10117,17392,2000000.0,Monthly,CLP,Chilean peso,24000000.0,0,28311.744000000002,0.001179656
10118,17394,200000.0,Yearly,USD,United States dollar,200000.0,0,200000.0,1.0
10119,17395,105000.0,Yearly,EUR,European Euro,105000.0,0,118574.6578065,1.1292824553
10120,17396,105000.0,Yearly,USD,United States dollar,105000.0,0,105000.0,1.0
10121,17399,12000.0,Yearly,EUR,European Euro,12000.0,0,13551.3894636,1.1292824553
10122,17400,304000.0,Yearly,BRL,Brazilian real,304000.0,0,53540.330888,0.1761195095
10123,17401,90000.0,Monthly,INR,Indian rupee,1080000.0,0,14492.195676,0.0134186997
10124,17403,21600.0,Monthly,PLN,Polish zloty,259200.0,0,64137.747706559996,0.2474450143
10125,17404,50000.0,Yearly,USD,United States dollar,50000.0,0,50000.0,1.0
10126,17406,175000.0,Yearly,USD,United States dollar,175000.0,0,175000.0,1.0
10127,17407,3500.0,Weekly,EUR,European Euro,182000.0,0,205529.4068646,1.1292824553
10128,17411,1500.0,Monthly,EUR,European Euro,18000.0,0,20327.084195400002,1.1292824553
10129,17413,8000.0,Monthly,PLN,Polish zloty,96000.0,0,23754.7213728,0.2474450143
10130,17414,3500.0,Monthly,TRY,Turkish lira,42000.0,0,3097.4883827999997,0.0737497234
10131,17415,800000.0,Yearly,INR,Indian rupee,800000.0,0,10734.95976,0.0134186997
10132,17416,900000.0,Monthly,INR,Indian rupee,10800000.0,0,144921.95676,0.0134186997
10133,17417,130000.0,Yearly,USD,United States dollar,130000.0,0,130000.0,1.0
10134,17418,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
10135,17420,400000.0,Yearly,USD,United States dollar,400000.0,0,400000.0,1.0
10136,17421,33600.0,Yearly,EUR,European Euro,33600.0,0,37943.89049808,1.1292824553
10137,17422,43680.0,Yearly,GBP,Pound sterling,43680.0,0,59152.576221648,1.3542256461
10138,17428,4300000.0,Monthly,PYG,Paraguayan guarani,51600000.0,0,7501.128119999999,0.0001453707
10139,17430,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
10140,17431,150000.0,Yearly,EUR,European Euro,150000.0,0,169392.368295,1.1292824553
10141,17432,40000.0,Monthly,EUR,European Euro,480000.0,0,542055.578544,1.1292824553
10142,17434,52000.0,Yearly,EUR,European Euro,52000.0,0,58722.687675600006,1.1292824553
10143,17438,120000.0,Yearly,EUR,European Euro,120000.0,0,135513.894636,1.1292824553
10144,17440,48000.0,Yearly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10145,17441,8000.0,Monthly,MXN,Mexican peso,96000.0,0,4682.1605184,0.0487725054
10146,17442,200000000.0,Monthly,IRR,Iranian rial,2400000000.0,0,56978.399999999994,2.3741e-05
10147,17444,45000.0,Yearly,CAD,Canadian dollar,45000.0,0,35426.051622,0.7872455916
10148,17445,9750.0,Monthly,PLN,Polish zloty,117000.0,0,28951.0666731,0.2474450143
10149,17446,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
10150,17450,3100.0,Monthly,EUR,European Euro,37200.0,0,42009.307337160004,1.1292824553
10151,17451,3700.0,Monthly,EUR,European Euro,44400.0,0,50140.141015320005,1.1292824553
10152,17452,300000.0,Monthly,MKD,Macedonian denar,3600000.0,0,65982.64752,0.0183285132
10153,17453,160.0,Weekly,USD,United States dollar,8320.0,0,8320.0,1.0
10154,17454,26000.0,Monthly,EGP,Egyptian pound,312000.0,0,19834.4665584,0.0635720082
10155,17456,40000.0,Monthly,INR,Indian rupee,480000.0,0,6440.975856,0.0134186997
10156,17461,1000.0,Monthly,EUR,European Euro,12000.0,0,13551.3894636,1.1292824553
10157,17465,70500.0,Yearly,CHF,Swiss franc,70500.0,0,76993.17280395,1.0921017419
10158,17469,4000.0,Monthly,PLN,Polish zloty,48000.0,0,11877.3606864,0.2474450143
10159,17476,2150.0,Monthly,EUR,European Euro,25800.0,0,29135.48734674,1.1292824553
10160,17477,180.0,Yearly,BRL,Brazilian real,180.0,0,31.70151171,0.1761195095
10161,17478,77000.0,Yearly,CAD,Canadian dollar,77000.0,0,60617.910553199996,0.7872455916
10162,17484,90000.0,Yearly,EUR,European Euro,90000.0,0,101635.420977,1.1292824553
10163,17486,35000.0,Monthly,AFN,Afghan afghani,420000.0,0,4005.6043019999997,0.0095371531
10164,17487,8070.0,Monthly,BRL,Brazilian real,96840.0,0,17055.41329998,0.1761195095
10165,17488,58000.0,Yearly,EUR,European Euro,58000.0,0,65498.3824074,1.1292824553
10166,17489,70000.0,Monthly,INR,Indian rupee,840000.0,0,11271.707748,0.0134186997
10167,17490,2750.0,Weekly,GBP,Pound sterling,143000.0,0,193654.26739229998,1.3542256461
10168,17491,39400.0,Yearly,EUR,European Euro,39400.0,0,44493.72873882,1.1292824553
10169,17494,3500.0,Monthly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
10170,17497,95000.0,Yearly,EUR,European Euro,95000.0,0,107281.83325350001,1.1292824553
10171,17500,70000.0,Monthly,EUR,European Euro,840000.0,0,948597.262452,1.1292824553
10172,17502,90000.0,Yearly,CAD,Canadian dollar,90000.0,0,70852.103244,0.7872455916
10173,17503,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
10174,17505,140000.0,Monthly,INR,Indian rupee,1680000.0,0,22543.415496,0.0134186997
10175,17506,5200.0,Weekly,PLN,Polish zloty,270400.0,0,66909.13186672,0.2474450143
10176,17507,32000.0,Yearly,EUR,European Euro,32000.0,0,36137.0385696,1.1292824553
10177,17508,60000.0,Yearly,GBP,Pound sterling,60000.0,0,81253.538766,1.3542256461
10178,17511,67200.0,Yearly,EUR,European Euro,67200.0,0,75887.78099616,1.1292824553
10179,17512,175000.0,Yearly,USD,United States dollar,175000.0,0,175000.0,1.0
10180,17515,70000.0,Yearly,AUD,Australian dollar,70000.0,0,50688.363789,0.7241194827
10181,17516,93000.0,Monthly,UAH,Ukrainian hryvnia,1116000.0,0,40642.9152048,0.0364183828
10182,17517,160000.0,Yearly,AUD,Australian dollar,160000.0,0,115859.117232,0.7241194827
10183,17519,430000.0,Yearly,USD,United States dollar,430000.0,0,430000.0,1.0
10184,17520,2000.0,Monthly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
10185,17521,45798.0,Yearly,GBP,Pound sterling,45798.0,0,62020.8261400878,1.3542256461
10186,17522,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
10187,17523,51000.0,Monthly,USD,United States dollar,612000.0,0,612000.0,1.0
10188,17524,14500.0,Monthly,BRL,Brazilian real,174000.0,0,30644.794652999997,0.1761195095
10189,17528,78000.0,Yearly,USD,United States dollar,78000.0,0,78000.0,1.0
10190,17529,1535000.0,Yearly,INR,Indian rupee,1535000.0,0,20597.7040395,0.0134186997
10191,17530,19000.0,Monthly,PLN,Polish zloty,228000.0,0,56417.4632604,0.2474450143
10192,17531,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10193,17532,27000.0,Yearly,EUR,European Euro,27000.0,0,30490.626293100002,1.1292824553
10194,17533,11220.0,Monthly,BRL,Brazilian real,134640.0,0,23712.730759079997,0.1761195095
10195,17534,170000.0,Yearly,USD,United States dollar,170000.0,0,170000.0,1.0
10196,17535,1450000.0,Yearly,INR,Indian rupee,1450000.0,0,19457.114565,0.0134186997
10197,17536,45000.0,Monthly,SEK,Swedish krona,540000.0,0,59411.511234,0.1100213171
10198,17537,740000.0,Yearly,NOK,Norwegian krone,740000.0,0,83669.90745,0.1130674425
10199,17538,60000.0,Monthly,CZK,Czech koruna,720000.0,0,32968.993896,0.0457902693
10200,17539,85000.0,Yearly,USD,United States dollar,85000.0,0,85000.0,1.0
10201,17543,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
10202,17544,19568.0,Yearly,GBP,Pound sterling,19568.0,0,26499.487442884798,1.3542256461
10203,17545,300000.0,Monthly,RUB,Russian ruble,3600000.0,0,47893.51584,0.0133037544
10204,17546,0.0,Yearly,USD,United States dollar,0.0,0,0.0,1.0
10205,17549,3200.0,Monthly,EUR,European Euro,38400.0,0,43364.44628352,1.1292824553
10206,17552,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
10207,17555,1350.0,Weekly,USD,United States dollar,70200.0,0,70200.0,1.0
10208,17557,37500.0,Yearly,EUR,European Euro,37500.0,0,42348.09207375,1.1292824553
10209,17558,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10210,17561,50000.0,Yearly,USD,United States dollar,50000.0,0,50000.0,1.0
10211,17563,125000.0,Yearly,PLN,Polish zloty,125000.0,0,30930.626787499998,0.2474450143
10212,17564,116401.0,Yearly,CHF,Swiss franc,116401.0,0,127121.73485890191,1.0921017419
10213,17566,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
10214,17567,50000.0,Yearly,USD,United States dollar,50000.0,0,50000.0,1.0
10215,17569,20000.0,Yearly,GBP,Pound sterling,20000.0,0,27084.512921999998,1.3542256461
10216,17570,80000.0,Yearly,EUR,European Euro,80000.0,0,90342.596424,1.1292824553
10217,17571,32000.0,Yearly,EUR,European Euro,32000.0,0,36137.0385696,1.1292824553
10218,17573,66000.0,Yearly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
10219,17575,170000.0,Yearly,USD,United States dollar,170000.0,0,170000.0,1.0
10220,17576,4000.0,Monthly,RON,Romanian leu,48000.0,0,10955.9978016,0.2282499542
10221,17577,650000.0,Monthly,HUF,Hungarian forint,7800000.0,0,24304.034040000002,0.0031159018
10222,17579,38000.0,Monthly,GBP,Pound sterling,456000.0,0,617526.8946215999,1.3542256461
10223,17582,26000.0,Yearly,GBP,Pound sterling,26000.0,0,35209.8667986,1.3542256461
10224,17583,16000.0,Monthly,ILS,Israeli new shekel,192000.0,0,62157.758879999994,0.3237383275
10225,17584,35000.0,Yearly,GBP,Pound sterling,35000.0,0,47397.8976135,1.3542256461
10226,17586,390000.0,Yearly,USD,United States dollar,390000.0,0,390000.0,1.0
10227,17587,48000.0,Monthly,EUR,European Euro,576000.0,0,650466.6942528001,1.1292824553
10228,17588,230000.0,Monthly,RUB,Russian ruble,2760000.0,0,36718.362144,0.0133037544
10229,17589,22000.0,Monthly,HRK,Croatian kuna,264000.0,0,39656.7097344,0.1502148096
10230,17590,150000000.0,Monthly,IRR,Iranian rial,1800000000.0,0,42733.799999999996,2.3741e-05
10231,17591,3100.0,Monthly,EUR,European Euro,37200.0,0,42009.307337160004,1.1292824553
10232,17594,100000.0,Monthly,YER,Yemeni rial,1200000.0,0,4795.3931999999995,0.003996161
10233,17595,52000.0,Yearly,CAD,Canadian dollar,52000.0,0,40936.770763199995,0.7872455916
10234,17596,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
10235,17597,30000.0,Yearly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
10236,17598,18500.0,Yearly,EUR,European Euro,18500.0,0,20891.72542305,1.1292824553
10237,17599,600.0,Monthly,USD,United States dollar,7200.0,0,7200.0,1.0
10238,17604,150000000.0,Monthly,IRR,Iranian rial,1800000000.0,0,42733.799999999996,2.3741e-05
10239,17605,18500.0,Yearly,GBP,Pound sterling,18500.0,0,25053.17445285,1.3542256461
10240,17608,4000000.0,Monthly,PYG,Paraguayan guarani,48000000.0,0,6977.7936,0.0001453707
10241,17609,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
10242,17610,1920.0,Monthly,EUR,European Euro,23040.0,0,26018.667770112002,1.1292824553
10243,17614,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
10244,17616,5400.0,Monthly,EUR,European Euro,64800.0,0,73177.50310344,1.1292824553
10245,17617,80000000.0,Monthly,IRR,Iranian rial,960000000.0,0,22791.359999999997,2.3741e-05
10246,17618,78000.0,Yearly,CAD,Canadian dollar,78000.0,0,61405.1561448,0.7872455916
10247,17619,20000.0,Monthly,UAH,Ukrainian hryvnia,240000.0,0,8740.411872,0.0364183828
10248,17621,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
10249,17622,32340.0,Monthly,ILS,Israeli new shekel,388080.0,0,125636.37013619998,0.3237383275
10250,17623,4500.0,Monthly,BRL,Brazilian real,54000.0,0,9510.453513,0.1761195095
10251,17627,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10252,17628,25000.0,Monthly,BRL,Brazilian real,300000.0,0,52835.852849999996,0.1761195095
10253,17631,186000.0,Yearly,USD,United States dollar,186000.0,0,186000.0,1.0
10254,17632,18500.0,Monthly,PLN,Polish zloty,222000.0,0,54932.793174599996,0.2474450143
10255,17633,2450.0,Monthly,EUR,European Euro,29400.0,0,33200.90418582,1.1292824553
10256,17635,2000.0,Monthly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
10257,17636,4891.0,Monthly,EUR,European Euro,58692.0,0,66279.8458664676,1.1292824553
10258,17638,1400.0,Monthly,EUR,European Euro,16800.0,0,18971.94524904,1.1292824553
10259,17639,200000.0,Yearly,EUR,European Euro,200000.0,0,225856.49106,1.1292824553
10260,17640,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
10261,17642,30000.0,Yearly,GBP,Pound sterling,30000.0,0,40626.769383,1.3542256461
10262,17643,80000.0,Monthly,INR,Indian rupee,960000.0,0,12881.951712,0.0134186997
10263,17644,3500.0,Monthly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
10264,17645,45000.0,Yearly,GBP,Pound sterling,45000.0,0,60940.154074499995,1.3542256461
10265,17649,11000.0,Monthly,PLN,Polish zloty,132000.0,0,32662.741887599997,0.2474450143
10266,17650,2500.0,Monthly,EUR,European Euro,30000.0,0,33878.473659,1.1292824553
10267,17651,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
10268,17652,95000.0,Yearly,AUD,Australian dollar,95000.0,0,68791.35085650001,0.7241194827
10269,17654,1200.0,Weekly,EUR,European Euro,62400.0,0,70467.22521072,1.1292824553
10270,17656,4500000.0,Yearly,INR,Indian rupee,4500000.0,0,60384.14865,0.0134186997
10271,17657,750.0,Monthly,EUR,European Euro,9000.0,0,10163.542097700001,1.1292824553
10272,17659,3750.0,Monthly,TRY,Turkish lira,45000.0,0,3318.737553,0.0737497234
10273,17660,65000.0,Yearly,EUR,European Euro,65000.0,0,73403.3595945,1.1292824553
10274,17664,85000.0,Yearly,USD,United States dollar,85000.0,0,85000.0,1.0
10275,17666,89000.0,Yearly,USD,United States dollar,89000.0,0,89000.0,1.0
10276,17668,50000.0,Monthly,SEK,Swedish krona,600000.0,0,66012.79026,0.1100213171
10277,17669,700.0,Monthly,EUR,European Euro,8400.0,0,9485.97262452,1.1292824553
10278,17672,55000.0,Monthly,SEK,Swedish krona,660000.0,0,72614.069286,0.1100213171
10279,17673,75000.0,Yearly,USD,United States dollar,75000.0,0,75000.0,1.0
10280,17674,140000.0,Yearly,USD,United States dollar,140000.0,0,140000.0,1.0
10281,17675,10000.0,Monthly,EGP,Egyptian pound,120000.0,0,7628.640984000001,0.0635720082
10282,17677,29000.0,Yearly,EUR,European Euro,29000.0,0,32749.1912037,1.1292824553
10283,17678,80000.0,Yearly,USD,United States dollar,80000.0,0,80000.0,1.0
10284,17680,18.0,Yearly,GBP,Pound sterling,18.0,0,24.3760616298,1.3542256461
10285,17681,120000.0,Yearly,USD,United States dollar,120000.0,0,120000.0,1.0
10286,17682,100000.0,Weekly,AUD,Australian dollar,5200000.0,0,3765421.3100400004,0.7241194827
10287,17683,12000000.0,Monthly,IDR,Indonesian rupiah,144000000.0,0,10055.2464,6.98281e-05
10288,17684,2000.0,Monthly,USD,United States dollar,24000.0,0,24000.0,1.0
10289,17685,64000.0,Yearly,USD,United States dollar,64000.0,0,64000.0,1.0
10290,17688,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
10291,17689,110000.0,Yearly,USD,United States dollar,110000.0,0,110000.0,1.0
10292,17691,1485000.0,Yearly,INR,Indian rupee,1485000.0,0,19926.7690545,0.0134186997
10293,17692,38000.0,Monthly,DKK,Danish krone,456000.0,0,69233.5244064,0.1518279044
10294,17695,100000.0,Yearly,USD,United States dollar,100000.0,0,100000.0,1.0
10295,17696,38000.0,Yearly,EUR,European Euro,38000.0,0,42912.7333014,1.1292824553
10296,17697,4000.0,Monthly,EUR,European Euro,48000.0,0,54205.5578544,1.1292824553
10297,17699,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10298,17700,63500.0,Yearly,USD,United States dollar,63500.0,0,63500.0,1.0
10299,17701,117000.0,Yearly,USD,United States dollar,117000.0,0,117000.0,1.0
10300,17702,70000.0,Yearly,EUR,European Euro,70000.0,0,79049.771871,1.1292824553
10301,17703,6000.0,Monthly,PLN,Polish zloty,72000.0,0,17816.0410296,0.2474450143
10302,17704,52000.0,Monthly,CZK,Czech koruna,624000.0,0,28573.1280432,0.0457902693
10303,17705,100000.0,Monthly,PKR,Pakistani rupee,1200000.0,0,6792.1422,0.0056601185
10304,17707,16350.0,Monthly,PLN,Polish zloty,196200.0,0,48548.71180566,0.2474450143
10305,17711,1000000.0,Monthly,IRR,Iranian rial,12000000.0,0,284.892,2.3741e-05
10306,17712,3500.0,Monthly,EUR,European Euro,42000.0,0,47429.8631226,1.1292824553
10307,17713,70000.0,Yearly,CAD,Canadian dollar,70000.0,0,55107.191412,0.7872455916
10308,17716,50000.0,Yearly,GBP,Pound sterling,50000.0,0,67711.282305,1.3542256461
10309,17717,8400.0,Monthly,BRL,Brazilian real,100800.0,0,17752.846557599998,0.1761195095
10310,17718,814000.0,Yearly,INR,Indian rupee,814000.0,0,10922.8215558,0.0134186997
10311,17721,65000.0,Yearly,GBP,Pound sterling,65000.0,0,88024.6669965,1.3542256461
10312,17722,106383.0,Monthly,RUB,Russian ruble,1276596.0,0,16983.519652022398,0.0133037544
10313,17723,12000.0,Yearly,EUR,European Euro,12000.0,0,13551.3894636,1.1292824553
10314,17724,150000.0,Monthly,USD,United States dollar,1800000.0,0,1800000.0,1.0
10315,17725,10000.0,Yearly,BRL,Brazilian real,10000.0,0,1761.195095,0.1761195095
10316,17727,250000.0,Yearly,USD,United States dollar,250000.0,0,250000.0,1.0
10317,17729,70000.0,Monthly,INR,Indian rupee,840000.0,0,11271.707748,0.0134186997
10318,17730,43000000.0,Monthly,IRR,Iranian rial,516000000.0,0,12250.356,2.3741e-05
10319,17732,6000.0,Monthly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
10320,17734,60000.0,Yearly,EUR,European Euro,60000.0,0,67756.947318,1.1292824553
10321,17735,500000.0,Yearly,NOK,Norwegian krone,500000.0,0,56533.72125,0.1130674425
10322,17739,2900000.0,Yearly,INR,Indian rupee,2900000.0,0,38914.22913,0.0134186997
10323,17740,240000.0,Yearly,USD,United States dollar,240000.0,0,240000.0,1.0
10324,17742,72000.0,Yearly,EUR,European Euro,72000.0,0,81308.33678160001,1.1292824553
10325,17744,10000.0,Monthly,TRY,Turkish lira,120000.0,0,8849.966808,0.0737497234
10326,17745,700000.0,Monthly,AMD,Armenian dram,8400000.0,0,17427.75552,0.0020747328
10327,17746,120500.0,Yearly,USD,United States dollar,120500.0,0,120500.0,1.0
10328,17747,2337.0,Monthly,EUR,European Euro,28044.0,0,31669.597176433203,1.1292824553
10329,17749,33000.0,Monthly,GBP,Pound sterling,396000.0,0,536273.3558556,1.3542256461
10330,17752,48000.0,Monthly,DKK,Danish krone,576000.0,0,87452.8729344,0.1518279044
10331,17753,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
10332,17755,3900000.0,Monthly,LBP,Lebanese pound,46800000.0,0,31044.77532,0.0006633499
10333,17757,50000.0,Yearly,EUR,European Euro,50000.0,0,56464.122765,1.1292824553
10334,17759,65000.0,Yearly,USD,United States dollar,65000.0,0,65000.0,1.0
10335,17760,70000.0,Yearly,USD,United States dollar,70000.0,0,70000.0,1.0
10336,17762,2000.0,Monthly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
10337,17763,42000.0,Yearly,CAD,Canadian dollar,42000.0,0,33064.314847199996,0.7872455916
10338,17765,27000.0,Monthly,BRL,Brazilian real,324000.0,0,57062.721077999995,0.1761195095
10339,17766,150000.0,Yearly,USD,United States dollar,150000.0,0,150000.0,1.0
10340,17767,26000.0,Monthly,ILS,Israeli new shekel,312000.0,0,101006.35818,0.3237383275
10341,17771,460.0,Weekly,USD,United States dollar,23920.0,0,23920.0,1.0
10342,17781,45500.0,Monthly,ILS,Israeli new shekel,546000.0,0,176761.126815,0.3237383275
10343,17782,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
10344,17784,600.0,Monthly,EUR,European Euro,7200.0,0,8130.83367816,1.1292824553
10345,17785,1700.0,Monthly,EUR,European Euro,20400.0,0,23037.36208812,1.1292824553
10346,17787,250000.0,Monthly,RUB,Russian ruble,3000000.0,0,39911.2632,0.0133037544
10347,17788,6000.0,Monthly,USD,United States dollar,72000.0,0,72000.0,1.0
10348,17790,55000.0,Yearly,USD,United States dollar,55000.0,0,55000.0,1.0
10349,17792,135000.0,Yearly,USD,United States dollar,135000.0,0,135000.0,1.0
10350,17793,320000.0,Monthly,JPY,Japanese yen,3840000.0,0,33064.972032,0.0086106698
10351,17794,10000000.0,Monthly,IRR,Iranian rial,120000000.0,0,2848.9199999999996,2.3741e-05
10352,17796,45000.0,Monthly,SEK,Swedish krona,540000.0,0,59411.511234,0.1100213171
10353,17797,3000.0,Monthly,EUR,European Euro,36000.0,0,40654.168390800005,1.1292824553
10354,17798,32000.0,Monthly,INR,Indian rupee,384000.0,0,5152.7806848,0.0134186997
10355,17800,24000.0,Yearly,EUR,European Euro,24000.0,0,27102.7789272,1.1292824553
10356,17801,5500.0,Monthly,EUR,European Euro,66000.0,0,74532.64204980001,1.1292824553
10357,17802,120000.0,Yearly,GBP,Pound sterling,120000.0,0,162507.077532,1.3542256461
10358,17803,45000.0,Yearly,EUR,European Euro,45000.0,0,50817.7104885,1.1292824553
10359,17804,1300000.0,Yearly,INR,Indian rupee,1300000.0,0,17444.30961,0.0134186997
10360,17805,4000.0,Monthly,PLN,Polish zloty,48000.0,0,11877.3606864,0.2474450143
